ticker,currency,asset_class,fund_benchmark,fund_category,fund_dividend_policy,fund_domicile,fund_global_category,asset_type,category_type,category_subdetail,issuer,market_cap,ongoing_charge_tercile,super_region,region_group
SDEM.BT1,USD,EQUITY,,Global Emerging Markets,DISTRIBUTION,US,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,Glo X Mgmt Co,33674388.0,2.0,Global,Emerging Markets
SDG.BT1,USD,EQUITY,MSCI ACWI Sustainable Impact NR USD,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,BlackRock,201659275.0,2.0,Global,Global
SDIV.BT1,USD,EQUITY,Solactive Global SuperDividend USD,Global,DISTRIBUTION,US,Equity Global Income,Equity,Region,Global Income,Glo X Mgmt Co,757474604.0,2.0,Global,Global
SDOG.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,ALPS Advisors,1182221147.0,1.0,Americas,North America
SDVD.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,First Trust,230603602.0,3.0,Americas,North America
SDVY.BT1,USD,EQUITY,Nasdaq US Small Mid Cap Rising Div Achvrs TR USD,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,First Trust,7622987943.0,2.0,Americas,North America
SDY.BT1,USD,EQUITY,S&P High Yield Dividend Aristocrats TR,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,State Street,20138098022.0,1.0,Americas,North America
SECT.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Main Mangement ETF Advisors LLC,1965763464.0,2.0,Americas,North America
SEEM.BT1,USD,EQUITY,,Global Emerging Markets,DISTRIBUTION,US,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,SEI Investments,197550081.0,,Global,Emerging Markets
SEIE.BT1,USD,EQUITY,,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,SEI Investments,502411012.0,,Global,Global Ex-US
SEIM.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,SEI Investments,528590150.0,1.0,Americas,North America
SEIQ.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,SEI Investments,267382614.0,1.0,Americas,North America
SEIS.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,SEI Investments,228413225.0,,Americas,North America
SEIV.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,SEI Investments,507988579.0,1.0,Americas,North America
SELV.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,SEI Investments,134897995.0,1.0,Americas,North America
SFLO.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Victory Capital,177067211.0,2.0,Americas,North America
SFY.BT1,USD,EQUITY,Solactive SoFi US 500 Growth USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Tidal Invstmnts,967832488.0,1.0,Americas,North America
SFYF.BT1,USD,EQUITY,Sofi Social 50 TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Tidal Invstmnts,24585104.0,1.0,Americas,North America
SFYX.BT1,USD,EQUITY,Solactive SoFi US Next 500 Growth USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Tidal Invstmnts,103141487.0,1.0,Americas,North America
SGLC.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Summit Global Investments LLC,95196241.0,3.0,Americas,North America
SHDG.BT1,USD,EQUITY,CBOE S&P 500 Buywrite (BXM),United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Soundwatch Capital LLC,149267441.0,2.0,Americas,North America
SHE.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,State Street,249006750.0,1.0,Americas,North America
SHEH.BT1,USD,EQUITY,,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,Precidian Funds LLC,1423975.0,,Global,Global
SHRY.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,First Trust,19893834.0,2.0,Americas,North America
SIXA.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Exchange Traded Concepts LLC,281837813.0,3.0,Americas,North America
SIXL.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Exchange Traded Concepts LLC,182974055.0,3.0,Americas,North America
SIXS.BT1,USD,EQUITY,S&P 600 TR,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Exchange Traded Concepts LLC,93710075.0,3.0,Americas,North America
SIZE.BT1,USD,EQUITY,MSCI World USA Low Size TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,BlackRock,318645507.0,1.0,Americas,North America
SLYG.BT1,USD,EQUITY,S&P SmallCap 600 Growth TR,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,State Street,3628247608.0,1.0,Americas,North America
SLYV.BT1,USD,EQUITY,S&P SmallCap 600 Value TR,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,State Street,3990084975.0,1.0,Americas,North America
SMAP.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Amplify Investments LLC,1198019.0,,Americas,North America
SMCF.BT1,USD,EQUITY,Solactive US Small Cap Cash Flow Champions TR USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Themes Mgmt,2793279.0,1.0,Americas,North America
SMCO.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Tidal Invstmnts,100322019.0,,Americas,North America
SMDV.BT1,USD,EQUITY,Russell 2000 Dividend Growth TR,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,ProShare Advisors LLC,708040334.0,2.0,Americas,North America
SMIG.BT1,USD,EQUITY,Russell 2500 TR,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,Bahl & Gaynor Inc,742183217.0,2.0,Americas,North America
SMIN.BT1,USD,EQUITY,MSCI India Small Cap NR USD,India,DISTRIBUTION,US,Equity India,Equity,Region,India,BlackRock,856048005.0,3.0,Asia,South Asia
SMIZ.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Zacks Investment Management Inc,99587886.0,,Americas,North America
SMLF.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,BlackRock,1455996709.0,1.0,Americas,North America
SMLL.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Harbor Capital Advisors Inc,10332368.0,,Americas,North America
SMLV.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,State Street,204086159.0,1.0,Americas,North America
SMMD.BT1,USD,EQUITY,Russell 2500 TR,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,BlackRock,1368680461.0,1.0,Americas,North America
SMMV.BT1,USD,EQUITY,MSCI USA Small Cap Minimum Volatility TR USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,BlackRock,304697404.0,1.0,Americas,North America
SMOT.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,VanEck,380856929.0,2.0,Americas,North America
SMRI.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Empowered Funds,391630007.0,2.0,Americas,North America
SNPD.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,DBX Advisors LLC,5201675.0,1.0,Americas,North America
SNPE.BT1,USD,EQUITY,S&P 500 ESG TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,DBX Advisors LLC,1637806243.0,1.0,Americas,North America
SNPG.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,DBX Advisors LLC,15878555.0,1.0,Americas,North America
SNPV.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,DBX Advisors LLC,7854068.0,1.0,Americas,North America
SOR.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,FPA,356930494.0,3.0,Americas,North America
SOVF.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Sovereign's Cap,90676074.0,,Americas,North America
SPBC.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Simplify Asset Management Inc.,39733341.0,2.0,Americas,North America
SPDG.BT1,USD,EQUITY,S&P Sector-Neutral High Yield Dividend Aristocrats TR USD,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,State Street,8278740.0,1.0,Americas,North America
SPDV.BT1,USD,EQUITY,S&P 500 Dividend & Free Cash Flow Yield TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Advisors Asset Management Inc,60117664.0,1.0,Americas,North America
SPDW.BT1,USD,EQUITY,S&P Developed ex U.S. BMI TR USD,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,State Street,20192345792.0,1.0,Global,Global Ex-US
SPE.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Bulldog Investors LLC,175496715.0,3.0,Americas,North America
SPEM.BT1,USD,EQUITY,S&P Emerging BMI TR,Global Emerging Markets,DISTRIBUTION,US,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,State Street,9823260974.0,1.0,Global,Emerging Markets
SPEU.BT1,USD,EQUITY,STOXX Europe Total Market NR USD,Europe,DISTRIBUTION,US,Equity Europe,Equity,Region,Europe,State Street,581720722.0,1.0,Europe,Europe All
SPGM.BT1,USD,EQUITY,MSCI ACWI IMI NR,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,State Street,858038681.0,1.0,Global,Global
SPGP.BT1,USD,EQUITY,S&P 500 GARP Index (USD) TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Invesco,3945131742.0,1.0,Americas,North America
SPHB.BT1,USD,EQUITY,S&P 500 High Beta Index TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Invesco,351941481.0,1.0,Americas,North America
SPHD.BT1,USD,EQUITY,S&P 500 Low Volatility High Dividend TR USD,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,Invesco,3378369143.0,1.0,Americas,North America
SPHQ.BT1,USD,EQUITY,S&P 500 Quality TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Invesco,11851005624.0,1.0,Americas,North America
SPLG.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,State Street,53511116321.0,1.0,Americas,North America
SPLV.BT1,USD,EQUITY,S&P 500 Low Volatility TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Invesco,7246800556.0,1.0,Americas,North America
SPMD.BT1,USD,EQUITY,S&P Mid Cap 400 TR,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,State Street,12064695550.0,1.0,Americas,North America
SPMO.BT1,USD,EQUITY,S&P 500 Momentum TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Invesco,3834795322.0,1.0,Americas,North America
SPMV.BT1,USD,EQUITY,S&P 500 Minimum Volatility TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Invesco,5050759.0,1.0,Americas,North America
SPSM.BT1,USD,EQUITY,S&P 600 Small Cap TR,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,State Street,12393866971.0,1.0,Americas,North America
SPTM.BT1,USD,EQUITY,S&P Composite 1500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,State Street,9728691297.0,1.0,Americas,North America
SPUS.BT1,USD,EQUITY,S&P 500 Shariah Industry Exclusions TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Tidal Invstmnts,994898328.0,2.0,Americas,North America
SPVM.BT1,USD,EQUITY,S&P 500 High Momentum Value TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Invesco,38568628.0,2.0,Americas,North America
SPVU.BT1,USD,EQUITY,S&P 500 Enhanced Value TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Invesco,95460881.0,1.0,Americas,North America
SPWO.BT1,USD,EQUITY,S&P DM Ex-U.S. & EM 50/50 Shariah TR USD,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,ShariaPortfolio Inc,28833552.0,,Global,Global Ex-US
SPXE.BT1,USD,EQUITY,S&P 500 Ex-Energy TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,ProShare Advisors LLC,62618533.0,1.0,Americas,North America
SPXN.BT1,USD,EQUITY,S&P 500 Ex-Financials and Real Estate TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,ProShare Advisors LLC,59822498.0,1.0,Americas,North America
SPXT.BT1,USD,EQUITY,S&P 500 Ex-Information Technology TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,ProShare Advisors LLC,178647625.0,1.0,Americas,North America
SPXV.BT1,USD,EQUITY,S&P 500 Ex-Health Care TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,ProShare Advisors LLC,25468777.0,1.0,Americas,North America
SPY.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,State Street,623795251614.0,1.0,Americas,North America
SPYD.BT1,USD,EQUITY,S&P 500 High Dividend TR USD,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,State Street,6648127356.0,1.0,Americas,North America
SPYG.BT1,USD,EQUITY,S&P 500 Growth Total Return Index,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,State Street,34048001983.0,1.0,Americas,North America
SPYV.BT1,USD,EQUITY,S&P 500 Value Total Return Index,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,State Street,24558365565.0,1.0,Americas,North America
SPYX.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,State Street,2053615264.0,1.0,Americas,North America
SQEW.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Redwood Investment Management LLC,131244131.0,3.0,Americas,North America
SQLV.BT1,USD,EQUITY,Russell 3000 TR,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Franklin,27714552.0,2.0,Americas,North America
SRHQ.BT1,USD,EQUITY,SRH US Quality TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Paralel Advisors,163968525.0,1.0,Americas,North America
SROI.BT1,USD,EQUITY,,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,Calamos,13141198.0,3.0,Global,Global
SSPX.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Janus Hender,8000000.0,2.0,Americas,North America
SSPY.BT1,USD,EQUITY,Syntax Stratified LargeCap USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Syntax Advisors LLC,86361332.0,1.0,Americas,North America
SSUS.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Day Hagan Asset Management,608843086.0,2.0,Americas,North America
SSXU.BT1,USD,EQUITY,,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,Day Hagan Asset Management,33977030.0,2.0,Global,Global Ex-US
STEW.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Paralel Advisors,1985153150.0,3.0,Americas,North America
STNC.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Hennessy Advsrs,97664687.0,3.0,Americas,North America
STRV.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Empowered Funds,769028524.0,1.0,Americas,North America
STSB.BT1,USD,EQUITY,Change Finance Dvrsd Impct US LgCap FosFlFr CR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Empowered Funds,16943294.0,,Americas,North America
STXD.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,Empowered Funds,48693644.0,1.0,Americas,North America
STXE.BT1,USD,EQUITY,,Global Emerging Markets,DISTRIBUTION,US,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,Empowered Funds,97319192.0,1.0,Global,Emerging Markets
STXG.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Empowered Funds,108560980.0,1.0,Americas,North America
STXI.BT1,USD,EQUITY,,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,Empowered Funds,15939486.0,,Global,Global Ex-US
STXK.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Empowered Funds,58401114.0,1.0,Americas,North America
STXM.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Empowered Funds,14311886.0,,Americas,North America
STXV.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Empowered Funds,58692730.0,1.0,Americas,North America
SUPP.BT1,USD,EQUITY,,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,TCW Investment,20728348.0,3.0,Global,Global
SURE.BT1,USD,EQUITY,Russell 3000 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,AdvisorShares Investments LLC,47165440.0,3.0,Americas,North America
SUSA.BT1,USD,EQUITY,MSCI USA Extended ESG Select NR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,BlackRock,3726498489.0,1.0,Americas,North America
SUSL.BT1,USD,EQUITY,MSCI USA Extended ESG Leaders TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,BlackRock,987485936.0,1.0,Americas,North America
SVAL.BT1,USD,EQUITY,Russell 2000 Focused Value Select TR USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,BlackRock,146243603.0,1.0,Americas,North America
SWP.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,SWP Inv Mgmt,84083836.0,,Americas,North America
SWZ.BT1,USD,EQUITY,Switzerland Performance Gesamt TR,Switzerland,DISTRIBUTION,US,Equity Switzerland,Equity,Region,Switzerland,SIMNA,116222214.0,3.0,Europe,Western Europe
SXQG.BT1,USD,EQUITY,Russell 1000 Growth TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Exchange Traded Concepts LLC,50530196.0,3.0,Americas,North America
SYLD.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Cambria Investment Management LP,1221360479.0,2.0,Americas,North America
SZNE.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Pacer Advisors,32941176.0,2.0,Americas,North America
TAX.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Empowered Funds,27853274.0,,Americas,North America
TBG.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,Empowered Funds,95189811.0,2.0,Americas,North America
TBLD.BT1,USD,EQUITY,,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,Thornburg Inv,586505577.0,3.0,Global,Global
TCAF.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,T Rowe Price,3036070753.0,1.0,Americas,North America
TCHI.BT1,USD,EQUITY,,China,DISTRIBUTION,US,Equity China,Equity,Region,China,BlackRock,7176961.0,2.0,Asia,East Asia
TCHP.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,T Rowe Price,975400090.0,2.0,Americas,North America
TDF.BT1,USD,EQUITY,,Asia Pacific,DISTRIBUTION,US,Equity Asia Pacific,Equity,Region,Asia Pacific,Templeton Asset,262866454.0,3.0,Asia,Asia Pacific
TDI.BT1,USD,EQUITY,MSCI AC World ex USA NR USD,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,Touchstone,49428287.0,2.0,Global,Global Ex-US
TDVG.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,T Rowe Price,747516838.0,2.0,Americas,North America
TDVI.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,First Trust,49443301.0,3.0,Americas,North America
TEMP.BT1,USD,EQUITY,MSCI AC World NR USD,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,JP Morgan,14194704.0,2.0,Global,Global
TEQI.BT1,USD,EQUITY,Russell 1000 TR USD,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,T Rowe Price,262988818.0,2.0,Americas,North America
TGLR.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,TUTTLE CAP MGMT,13353282.0,,Americas,North America
TGRT.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,T Rowe Price,412268166.0,1.0,Americas,North America
TGRW.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,T Rowe Price,317068295.0,2.0,Americas,North America
THD.BT1,USD,EQUITY,MSCI Thailand IMI 25/50 NR USD,Thailand,DISTRIBUTION,US,Equity Thailand,Equity,Region,Thailand,BlackRock,207532759.0,2.0,Asia,Southeast Asia
THIR.BT1,USD,EQUITY,THOR SDQ Rotation USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,THOR Fincl,28090943.0,,Americas,North America
THLV.BT1,USD,EQUITY,Thor Low Volatility USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,THOR Fincl,83394996.0,2.0,Americas,North America
THRO.BT1,USD,EQUITY,S&P 500 TR,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,BlackRock,12073959.0,2.0,Americas,North America
TILT.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Northern Trust,1718074774.0,1.0,Americas,North America
TLTD.BT1,USD,EQUITY,,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,Northern Trust,443537663.0,2.0,Global,Global Ex-US
TLTE.BT1,USD,EQUITY,,Global Emerging Markets,DISTRIBUTION,US,Equity Emerging Mkts Global,Equity,Region,Emerging Mkts Global,Northern Trust,242177053.0,2.0,Global,Emerging Markets
TMDV.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,ProShare Advisors LLC,5157698.0,1.0,Americas,North America
TMFC.BT1,USD,EQUITY,Motley Fool 100 TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Motley Fool Asset Management LLC,1237287557.0,2.0,Americas,North America
TMFE.BT1,USD,EQUITY,Motley Fool Capital Efficiency 100 TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Motley Fool Asset Management LLC,68436702.0,2.0,Americas,North America
TMFG.BT1,USD,EQUITY,FTSE Global All Cap Net Tax TR USD,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,Motley Fool Asset Management LLC,401777971.0,3.0,Global,Global
TMFM.BT1,USD,EQUITY,Russell MidCap Growth TR,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Motley Fool Asset Management LLC,188041468.0,3.0,Americas,North America
TMFS.BT1,USD,EQUITY,Russell 2000 Growth TR,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Motley Fool Asset Management LLC,91998649.0,3.0,Americas,North America
TMFX.BT1,USD,EQUITY,Motley Fool Next TR USD,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Motley Fool Asset Management LLC,29786997.0,2.0,Americas,North America
TMSL.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,T Rowe Price,380257773.0,2.0,Americas,North America
TOGA.BT1,USD,EQUITY,,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,Tremblant,146608725.0,,Global,Global
TOK.BT1,USD,EQUITY,MSCI Kokusai (World ex Japan) NR USD,Global,DISTRIBUTION,US,Equity Global,Equity,Region,Global,BlackRock,203241392.0,1.0,Global,Global
TOLL.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Tema Global,20414176.0,3.0,Americas,North America
TOPT.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,BlackRock,114079406.0,,Americas,North America
TOUS.BT1,USD,EQUITY,,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,T Rowe Price,87717703.0,,Global,Global Ex-US
TPHD.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,Timothy Partners Ltd,238131671.0,2.0,Americas,North America
TPHE.BT1,USD,EQUITY,Victory US LC High Div Long/Cash Vol W BRI TR IX,United States of America,DISTRIBUTION,US,Equity US Income,Equity,Region,US Income,Timothy Partners Ltd,64550447.0,2.0,Americas,North America
TPIF.BT1,USD,EQUITY,,Global Ex US,DISTRIBUTION,US,Equity Global ex US,Equity,Region,Global ex US,Timothy Partners Ltd,112124884.0,2.0,Global,Global Ex-US
TPLC.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Timothy Partners Ltd,267798092.0,2.0,Americas,North America
TPLE.BT1,USD,EQUITY,Victory US Large/MC Long/Cash Vol Weighted TR IX,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Timothy Partners Ltd,70383119.0,2.0,Americas,North America
TPSC.BT1,USD,EQUITY,,United States of America,DISTRIBUTION,US,Equity US Sm&Mid Cap,Equity,Region,US Sm&Mid Cap,Timothy Partners Ltd,169765980.0,2.0,Americas,North America
TRND.BT1,USD,EQUITY,Pacer Trendpilot Fund of Funds TR USD,United States of America,DISTRIBUTION,US,Equity US,Equity,Region,US,Pacer Advisors,53567309.0,1.0,Americas,North America
